Unit_ID,Complex,Dong,Ho,Floor,L_Score,C_Score,S_Score,Total_Grade,Status
U3-301-3404,3단지,301동,3404호,34,8.6,7.0,7.0,B+,전수조사완료
U3-302-201,3단지,302동,201호,2,5.2,7.0,7.0,C,전수조사완료
U3-302-202,3단지,302동,202호,2,5.2,7.0,7.0,C,전수조사완료
U3-302-203,3단지,302동,203호,2,5.2,7.0,7.2,C,전수조사완료
U3-302-204,3단지,302동,204호,2,5.2,7.0,7.0,C,전수조사완료
U3-302-301,3단지,302동,301호,3,5.3,7.0,7.0,C,전수조사완료
U3-302-302,3단지,302동,302호,3,5.3,7.0,7.0,C,전수조사완료
U3-302-303,3단지,302동,303호,3,5.3,7.0,7.0,C,전수조사완료
U3-302-304,3단지,302동,304호,3,5.3,7.0,7.0,C,전수조사완료
U3-302-401,3단지,302동,401호,4,5.4,7.0,7.0,C,전수조사완료
U3-302-402,3단지,302동,402호,4,5.4,7.0,7.0,C,전수조사완료
U3-302-403,3단지,302동,403호,4,5.4,7.0,7.0,C,전수조사완료
U3-302-404,3단지,302동,404호,4,5.4,7.0,7.0,C,전수조사완료
U3-302-501,3단지,302동,501호,5,5.5,7.0,7.0,C,전수조사완료
U3-302-502,3단지,302동,502호,5,5.5,7.0,8.0,C,전수조사완료
U3-302-503,3단지,302동,503호,5,5.5,7.0,7.0,C,전수조사완료
U3-302-504,3단지,302동,504호,5,5.5,7.0,8.0,C,전수조사완료
U3-302-601,3단지,302동,601호,6,5.6,7.0,7.0,C,전수조사완료
U3-302-602,3단지,302동,602호,6,5.6,7.0,7.0,C,전수조사완료
U3-302-603,3단지,302동,603호,6,5.6,7.0,7.0,C,전수조사완료
U3-302-604,3단지,302동,604호,6,5.6,7.0,7.0,C,전수조사완료
U3-302-701,3단지,302동,701호,7,5.8,7.0,7.0,C,전수조사완료
U3-302-702,3단지,302동,702호,7,5.8,7.0,7.0,C,전수조사완료
U3-302-703,3단지,302동,703호,7,5.8,7.0,8.2,C,전수조사완료
U3-302-704,3단지,302동,704호,7,5.8,7.0,8.2,C,전수조사완료
U3-302-801,3단지,302동,801호,8,5.9,7.0,7.0,C,전수조사완료
U3-302-802,3단지,302동,802호,8,5.9,7.0,7.2,C,전수조사완료
U3-302-803,3단지,302동,803호,8,5.9,7.0,8.0,C,전수조사완료
U3-302-804,3단지,302동,804호,8,5.9,7.0,8.0,C,전수조사완료
U3-302-901,3단지,302동,901호,9,6.0,7.0,7.0,C,전수조사완료
U3-302-902,3단지,302동,902호,9,6.0,7.0,7.0,C,전수조사완료
U3-302-903,3단지,302동,903호,9,6.0,7.0,7.0,C,전수조사완료
U3-302-904,3단지,302동,904호,9,6.0,7.0,8.2,C,전수조사완료
U3-302-1001,3단지,302동,1001호,10,6.1,7.0,7.0,C,전수조사완료
U3-302-1002,3단지,302동,1002호,10,6.1,7.0,7.0,C,전수조사완료
U3-302-1003,3단지,302동,1003호,10,6.1,7.0,7.0,C,전수조사완료
U3-302-1004,3단지,302동,1004호,10,6.1,7.0,8.2,C,전수조사완료
U3-302-1101,3단지,302동,1101호,11,6.2,7.0,8.2,C,전수조사완료
U3-302-1102,3단지,302동,1102호,11,6.2,7.0,8.2,C,전수조사완료
U3-302-1103,3단지,302동,1103호,11,6.2,7.0,7.0,C,전수조사완료
U3-302-1104,3단지,302동,1104호,11,6.2,7.0,7.0,C,전수조사완료
U3-302-1201,3단지,302동,1201호,12,6.3,7.0,7.0,C,전수조사완료
U3-302-1202,3단지,302동,1202호,12,6.3,7.0,7.0,C,전수조사완료
U3-302-1203,3단지,302동,1203호,12,6.3,7.0,8.2,C,전수조사완료
U3-302-1204,3단지,302동,1204호,12,6.3,7.0,7.0,C,전수조사완료
U3-302-1301,3단지,302동,1301호,13,6.4,7.0,7.0,C,전수조사완료
U3-302-1302,3단지,302동,1302호,13,6.4,7.0,7.0,C,전수조사완료
U3-302-1303,3단지,302동,1303호,13,6.4,7.0,7.0,C,전수조사완료
U3-302-1304,3단지,302동,1304호,13,6.4,7.0,8.0,C,전수조사완료
U3-302-1401,3단지,302동,1401호,14,6.5,7.0,7.0,C,전수조사완료
U3-302-1402,3단지,302동,1402호,14,6.5,7.0,7.0,C,전수조사완료
U3-302-1403,3단지,302동,1403호,14,6.5,7.0,8.2,C,전수조사완료
U3-302-1404,3단지,302동,1404호,14,6.5,7.0,7.0,C,전수조사완료
U3-302-1501,3단지,302동,1501호,15,6.6,7.0,7.0,C,전수조사완료
U3-302-1502,3단지,302동,1502호,15,6.6,7.0,7.0,C,전수조사완료
U3-302-1503,3단지,302동,1503호,15,6.6,7.0,7.0,C,전수조사완료
U3-302-1504,3단지,302동,1504호,15,6.6,7.0,7.0,C,전수조사완료
U3-302-1601,3단지,302동,1601호,16,6.7,7.0,7.0,C,전수조사완료
U3-302-1602,3단지,302동,1602호,16,6.7,7.0,7.0,C,전수조사완료
U3-302-1603,3단지,302동,1603호,16,6.7,7.0,8.2,B,전수조사완료
U3-302-1604,3단지,302동,1604호,16,6.7,7.0,7.0,C,전수조사완료
U3-302-1701,3단지,302동,1701호,17,6.8,7.0,7.0,C,전수조사완료
U3-302-1702,3단지,302동,1702호,17,6.8,7.0,7.0,C,전수조사완료
U3-302-1703,3단지,302동,1703호,17,6.8,7.0,7.0,C,전수조사완료
U3-302-1704,3단지,302동,1704호,17,6.8,7.0,7.0,C,전수조사완료
U3-302-1801,3단지,302동,1801호,18,6.9,7.0,7.0,C,전수조사완료
U3-302-1802,3단지,302동,1802호,18,6.9,7.0,7.0,C,전수조사완료
U3-302-1803,3단지,302동,1803호,18,6.9,7.0,7.0,C,전수조사완료
U3-302-1804,3단지,302동,1804호,18,6.9,7.0,7.2,C,전수조사완료
U3-302-1901,3단지,302동,1901호,19,7.0,7.0,7.0,B,전수조사완료
U3-302-1902,3단지,302동,1902호,19,7.0,7.0,7.0,B,전수조사완료
U3-302-1903,3단지,302동,1903호,19,7.0,7.0,8.0,B,전수조사완료
U3-302-1904,3단지,302동,1904호,19,7.0,7.0,7.0,B,전수조사완료
U3-302-2001,3단지,302동,2001호,20,7.1,7.0,7.0,B,전수조사완료
U3-302-2002,3단지,302동,2002호,20,7.1,7.0,7.0,B,전수조사완료
U3-302-2003,3단지,302동,2003호,20,7.1,7.0,8.0,B,전수조사완료
U3-302-2004,3단지,302동,2004호,20,7.1,7.0,7.0,B,전수조사완료
U3-302-2101,3단지,302동,2101호,21,7.2,7.0,8.0,B,전수조사완료
U3-302-2102,3단지,302동,2102호,21,7.2,7.0,7.0,B,전수조사완료
U3-302-2103,3단지,302동,2103호,21,7.2,7.0,7.2,B,전수조사완료
U3-302-2104,3단지,302동,2104호,21,7.2,7.0,7.2,B,전수조사완료
U3-302-2201,3단지,302동,2201호,22,7.4,7.0,7.0,B,전수조사완료
U3-302-2202,3단지,302동,2202호,22,7.4,7.0,7.0,B,전수조사완료
U3-302-2203,3단지,302동,2203호,22,7.4,7.0,7.0,B,전수조사완료
U3-302-2204,3단지,302동,2204호,22,7.4,7.0,8.0,B,전수조사완료
U3-302-2301,3단지,302동,2301호,23,7.5,7.0,7.0,B,전수조사완료
U3-302-2302,3단지,302동,2302호,23,7.5,7.0,7.0,B,전수조사완료
U3-302-2303,3단지,302동,2303호,23,7.5,7.0,8.0,B,전수조사완료
U3-302-2304,3단지,302동,2304호,23,7.5,7.0,7.0,B,전수조사완료
U3-302-2401,3단지,302동,2401호,24,7.6,7.0,7.0,B,전수조사완료
U3-302-2402,3단지,302동,2402호,24,7.6,7.0,7.0,B,전수조사완료
U3-302-2403,3단지,302동,2403호,24,7.6,7.0,7.0,B,전수조사완료
U3-302-2404,3단지,302동,2404호,24,7.6,7.0,7.0,B,전수조사완료
U3-302-2501,3단지,302동,2501호,25,7.7,7.0,7.2,B,전수조사완료
U3-302-2502,3단지,302동,2502호,25,7.7,7.0,7.0,B,전수조사완료
U3-302-2503,3단지,302동,2503호,25,7.7,7.0,7.0,B,전수조사완료
U3-302-2504,3단지,302동,2504호,25,7.7,7.0,7.0,B,전수조사완료
U3-302-2601,3단지,302동,2601호,26,7.8,7.0,7.0,B,전수조사완료
U3-302-2602,3단지,302동,2602호,26,7.8,7.0,7.0,B,전수조사완료
U3-302-2603,3단지,302동,2603호,26,7.8,7.0,7.0,B,전수조사완료
U3-302-2604,3단지,302동,2604호,26,7.8,7.0,8.2,B+,전수조사완료
U3-302-2703,3단지,302동,2703호,27,7.9,7.0,8.0,B+,전수조사완료
U3-302-2704,3단지,302동,2704호,27,7.9,7.0,7.2,B,전수조사완료
U3-302-2803,3단지,302동,2803호,28,8.0,7.0,8.2,B+,전수조사완료
U3-302-2804,3단지,302동,2804호,28,8.0,7.0,7.0,B+,전수조사완료
U3-302-2903,3단지,302동,2903호,29,8.1,7.0,7.0,B+,전수조사완료
U3-302-2904,3단지,302동,2904호,29,8.1,7.0,7.0,B+,전수조사완료
U3-302-3003,3단지,302동,3003호,30,8.2,7.0,7.2,B+,전수조사완료
U3-302-3004,3단지,302동,3004호,30,8.2,7.0,7.2,B+,전수조사완료
U3-303-201,3단지,303동,201호,2,5.2,7.0,8.2,C,전수조사완료
U3-303-202,3단지,303동,202호,2,5.2,7.0,7.0,C,전수조사완료
U3-303-203,3단지,303동,203호,2,5.2,7.0,7.0,C,전수조사완료
U3-303-204,3단지,303동,204호,2,5.2,7.0,7.0,C,전수조사완료
U3-303-301,3단지,303동,301호,3,5.3,7.0,7.0,C,전수조사완료
U3-303-302,3단지,303동,302호,3,5.3,7.0,7.0,C,전수조사완료
U3-303-303,3단지,303동,303호,3,5.3,7.0,7.0,C,전수조사완료
U3-303-304,3단지,303동,304호,3,5.3,7.0,7.0,C,전수조사완료
U3-303-401,3단지,303동,401호,4,5.4,7.0,7.2,C,전수조사완료
U3-303-402,3단지,303동,402호,4,5.4,7.0,7.0,C,전수조사완료
U3-303-403,3단지,303동,403호,4,5.4,7.0,7.0,C,전수조사완료
U3-303-404,3단지,303동,404호,4,5.4,7.0,7.0,C,전수조사완료
U3-303-501,3단지,303동,501호,5,5.5,7.0,8.0,C,전수조사완료
U3-303-502,3단지,303동,502호,5,5.5,7.0,7.0,C,전수조사완료
U3-303-503,3단지,303동,503호,5,5.5,7.0,7.0,C,전수조사완료
U3-303-504,3단지,303동,504호,5,5.5,7.0,7.0,C,전수조사완료
U3-303-601,3단지,303동,601호,6,5.6,7.0,7.0,C,전수조사완료
U3-303-602,3단지,303동,602호,6,5.6,7.0,7.2,C,전수조사완료
U3-303-603,3단지,303동,603호,6,5.6,7.0,7.0,C,전수조사완료
U3-303-604,3단지,303동,604호,6,5.6,7.0,7.0,C,전수조사완료
U3-303-701,3단지,303동,701호,7,5.8,7.0,7.0,C,전수조사완료
U3-303-702,3단지,303동,702호,7,5.8,7.0,7.0,C,전수조사완료
U3-303-703,3단지,303동,703호,7,5.8,7.0,7.0,C,전수조사완료
U3-303-704,3단지,303동,704호,7,5.8,7.0,7.0,C,전수조사완료
U3-303-801,3단지,303동,801호,8,5.9,7.0,7.0,C,전수조사완료
U3-303-802,3단지,303동,802호,8,5.9,7.0,7.0,C,전수조사완료
U3-303-803,3단지,303동,803호,8,5.9,7.0,7.0,C,전수조사완료
U3-303-804,3단지,303동,804호,8,5.9,7.0,8.2,C,전수조사완료
U3-303-901,3단지,303동,901호,9,6.0,7.0,7.0,C,전수조사완료
U3-303-902,3단지,303동,902호,9,6.0,7.0,7.0,C,전수조사완료
U3-303-903,3단지,303동,903호,9,6.0,7.0,7.0,C,전수조사완료
U3-303-904,3단지,303동,904호,9,6.0,7.0,7.0,C,전수조사완료
U3-303-1001,3단지,303동,1001호,10,6.1,7.0,7.0,C,전수조사완료
U3-303-1002,3단지,303동,1002호,10,6.1,7.0,7.0,C,전수조사완료
U3-303-1003,3단지,303동,1003호,10,6.1,7.0,8.0,C,전수조사완료
U3-303-1004,3단지,303동,1004호,10,6.1,7.0,7.2,C,전수조사완료
U3-303-1101,3단지,303동,1101호,11,6.2,7.0,7.0,C,전수조사완료
U3-303-1102,3단지,303동,1102호,11,6.2,7.0,7.2,C,전수조사완료
U3-303-1103,3단지,303동,1103호,11,6.2,7.0,8.0,C,전수조사완료
U3-303-1104,3단지,303동,1104호,11,6.2,7.0,7.0,C,전수조사완료
U3-303-1201,3단지,303동,1201호,12,6.3,7.0,7.2,C,전수조사완료
U3-303-1202,3단지,303동,1202호,12,6.3,7.0,7.0,C,전수조사완료
U3-303-1203,3단지,303동,1203호,12,6.3,7.0,7.0,C,전수조사완료
U3-303-1204,3단지,303동,1204호,12,6.3,7.0,7.0,C,전수조사완료
U3-303-1301,3단지,303동,1301호,13,6.4,7.0,7.0,C,전수조사완료
U3-303-1302,3단지,303동,1302호,13,6.4,7.0,7.2,C,전수조사완료
U3-303-1303,3단지,303동,1303호,13,6.4,7.0,7.2,C,전수조사완료
U3-303-1304,3단지,303동,1304호,13,6.4,7.0,7.0,C,전수조사완료
U3-303-1401,3단지,303동,1401호,14,6.5,7.0,7.0,C,전수조사완료
U3-303-1402,3단지,303동,1402호,14,6.5,7.0,8.2,C,전수조사완료
U3-303-1403,3단지,303동,1403호,14,6.5,7.0,8.2,C,전수조사완료
U3-303-1404,3단지,303동,1404호,14,6.5,7.0,7.0,C,전수조사완료
U3-303-1501,3단지,303동,1501호,15,6.6,7.0,7.0,C,전수조사완료
U3-303-1502,3단지,303동,1502호,15,6.6,7.0,7.0,C,전수조사완료
U3-303-1503,3단지,303동,1503호,15,6.6,7.0,7.0,C,전수조사완료
U3-303-1504,3단지,303동,1504호,15,6.6,7.0,7.0,C,전수조사완료
U3-303-1601,3단지,303동,1601호,16,6.7,7.0,7.0,C,전수조사완료
U3-303-1602,3단지,303동,1602호,16,6.7,7.0,8.0,B,전수조사완료
U3-303-1603,3단지,303동,1603호,16,6.7,7.0,7.0,C,전수조사완료
U3-303-1604,3단지,303동,1604호,16,6.7,7.0,7.0,C,전수조사완료
U3-303-1701,3단지,303동,1701호,17,6.8,7.0,7.0,C,전수조사완료
U3-303-1702,3단지,303동,1702호,17,6.8,7.0,7.0,C,전수조사완료
U3-303-1703,3단지,303동,1703호,17,6.8,7.0,7.0,C,전수조사완료
U3-303-1704,3단지,303동,1704호,17,6.8,7.0,7.0,C,전수조사완료
U3-303-1801,3단지,303동,1801호,18,6.9,7.0,8.2,B,전수조사완료
U3-303-1802,3단지,303동,1802호,18,6.9,7.0,7.2,C,전수조사완료
U3-303-1803,3단지,303동,1803호,18,6.9,7.0,8.0,B,전수조사완료
U3-303-1804,3단지,303동,1804호,18,6.9,7.0,8.2,B,전수조사완료
U3-303-1901,3단지,303동,1901호,19,7.0,7.0,7.0,B,전수조사완료
U3-303-1902,3단지,303동,1902호,19,7.0,7.0,7.0,B,전수조사완료
U3-303-1903,3단지,303동,1903호,19,7.0,7.0,8.0,B,전수조사완료
U3-303-1904,3단지,303동,1904호,19,7.0,7.0,8.0,B,전수조사완료
U3-303-2001,3단지,303동,2001호,20,7.1,7.0,7.0,B,전수조사완료
U3-303-2002,3단지,303동,2002호,20,7.1,7.0,8.0,B,전수조사완료
U3-303-2003,3단지,303동,2003호,20,7.1,7.0,8.0,B,전수조사완료
U3-303-2004,3단지,303동,2004호,20,7.1,7.0,7.0,B,전수조사완료
U3-303-2101,3단지,303동,2101호,21,7.2,7.0,7.0,B,전수조사완료
U3-303-2102,3단지,303동,2102호,21,7.2,7.0,7.0,B,전수조사완료
U3-303-2103,3단지,303동,2103호,21,7.2,7.0,8.0,B,전수조사완료
U3-303-2104,3단지,303동,2104호,21,7.2,7.0,7.0,B,전수조사완료
U3-303-2201,3단지,303동,2201호,22,7.4,7.0,7.0,B,전수조사완료
U3-303-2202,3단지,303동,2202호,22,7.4,7.0,7.0,B,전수조사완료
U3-303-2203,3단지,303동,2203호,22,7.4,7.0,7.0,B,전수조사완료
U3-303-2204,3단지,303동,2204호,22,7.4,7.0,7.0,B,전수조사완료
U3-303-2301,3단지,303동,2301호,23,7.5,7.0,7.0,B,전수조사완료
U3-303-2302,3단지,303동,2302호,23,7.5,7.0,7.0,B,전수조사완료
U3-303-2303,3단지,303동,2303호,23,7.5,7.0,7.0,B,전수조사완료
U3-303-2304,3단지,303동,2304호,23,7.5,7.0,7.0,B,전수조사완료
U3-303-2401,3단지,303동,2401호,24,7.6,7.0,7.0,B,전수조사완료
U3-303-2402,3단지,303동,2402호,24,7.6,7.0,8.0,B+,전수조사완료
U3-303-2403,3단지,303동,2403호,24,7.6,7.0,7.0,B,전수조사완료
U3-303-2404,3단지,303동,2404호,24,7.6,7.0,7.0,B,전수조사완료
U3-303-2501,3단지,303동,2501호,25,7.7,7.0,7.0,B,전수조사완료
U3-303-2502,3단지,303동,2502호,25,7.7,7.0,7.0,B,전수조사완료
U3-303-2503,3단지,303동,2503호,25,7.7,7.0,7.0,B,전수조사완료
U3-303-2504,3단지,303동,2504호,25,7.7,7.0,8.2,B+,전수조사완료
U3-303-2603,3단지,303동,2603호,26,7.8,7.0,7.0,B,전수조사완료
U3-303-2604,3단지,303동,2604호,26,7.8,7.0,7.0,B,전수조사완료
U3-303-2703,3단지,303동,2703호,27,7.9,7.0,7.0,B,전수조사완료
U3-303-2704,3단지,303동,2704호,27,7.9,7.0,8.0,B+,전수조사완료
U3-303-2803,3단지,303동,2803호,28,8.0,7.0,8.0,B+,전수조사완료
U3-303-2804,3단지,303동,2804호,28,8.0,7.0,7.0,B+,전수조사완료
U3-304-201,3단지,304동,201호,2,5.2,7.0,7.0,C,전수조사완료
U3-304-202,3단지,304동,202호,2,5.2,7.0,7.0,C,전수조사완료
U3-304-203,3단지,304동,203호,2,5.2,7.0,7.0,C,전수조사완료
U3-304-204,3단지,304동,204호,2,5.2,7.0,7.0,C,전수조사완료
U3-304-301,3단지,304동,301호,3,5.3,7.0,8.2,C,전수조사완료
U3-304-302,3단지,304동,302호,3,5.3,7.0,7.0,C,전수조사완료
U3-304-303,3단지,304동,303호,3,5.3,7.0,7.0,C,전수조사완료
U3-304-304,3단지,304동,304호,3,5.3,7.0,8.0,C,전수조사완료
U3-304-401,3단지,304동,401호,4,5.4,7.0,8.0,C,전수조사완료
U3-304-402,3단지,304동,402호,4,5.4,7.0,7.0,C,전수조사완료
U3-304-403,3단지,304동,403호,4,5.4,7.0,7.0,C,전수조사완료
U3-304-404,3단지,304동,404호,4,5.4,7.0,7.0,C,전수조사완료
U3-304-501,3단지,304동,501호,5,5.5,7.0,7.0,C,전수조사완료
U3-304-502,3단지,304동,502호,5,5.5,7.0,8.0,C,전수조사완료
U3-304-503,3단지,304동,503호,5,5.5,7.0,7.2,C,전수조사완료
U3-304-504,3단지,304동,504호,5,5.5,7.0,7.0,C,전수조사완료
U3-304-601,3단지,304동,601호,6,5.6,7.0,8.2,C,전수조사완료
U3-304-602,3단지,304동,602호,6,5.6,7.0,7.0,C,전수조사완료
U3-304-603,3단지,304동,603호,6,5.6,7.0,7.0,C,전수조사완료
U3-304-604,3단지,304동,604호,6,5.6,7.0,7.0,C,전수조사완료
U3-304-701,3단지,304동,701호,7,5.8,7.0,7.0,C,전수조사완료
U3-304-702,3단지,304동,702호,7,5.8,7.0,7.2,C,전수조사완료
U3-304-703,3단지,304동,703호,7,5.8,7.0,7.0,C,전수조사완료
U3-304-704,3단지,304동,704호,7,5.8,7.0,7.0,C,전수조사완료
U3-304-801,3단지,304동,801호,8,5.9,7.0,7.0,C,전수조사완료
U3-304-802,3단지,304동,802호,8,5.9,7.0,7.0,C,전수조사완료
U3-304-803,3단지,304동,803호,8,5.9,7.0,7.2,C,전수조사완료
U3-304-804,3단지,304동,804호,8,5.9,7.0,8.2,C,전수조사완료
U3-304-901,3단지,304동,901호,9,6.0,7.0,7.0,C,전수조사완료
U3-304-902,3단지,304동,902호,9,6.0,7.0,8.0,C,전수조사완료
U3-304-903,3단지,304동,903호,9,6.0,7.0,7.0,C,전수조사완료
U3-304-904,3단지,304동,904호,9,6.0,7.0,7.0,C,전수조사완료
U3-304-1001,3단지,304동,1001호,10,6.1,7.0,7.0,C,전수조사완료
U3-304-1002,3단지,304동,1002호,10,6.1,7.0,7.0,C,전수조사완료
U3-304-1003,3단지,304동,1003호,10,6.1,7.0,7.2,C,전수조사완료
U3-304-1004,3단지,304동,1004호,10,6.1,7.0,7.0,C,전수조사완료
U3-304-1101,3단지,304동,1101호,11,6.2,7.0,7.0,C,전수조사완료
U3-304-1102,3단지,304동,1102호,11,6.2,7.0,8.0,C,전수조사완료
U3-304-1103,3단지,304동,1103호,11,6.2,7.0,7.0,C,전수조사완료
U3-304-1104,3단지,304동,1104호,11,6.2,7.0,7.0,C,전수조사완료
U3-304-1201,3단지,304동,1201호,12,6.3,7.0,7.0,C,전수조사완료
U3-304-1202,3단지,304동,1202호,12,6.3,7.0,8.2,C,전수조사완료
U3-304-1203,3단지,304동,1203호,12,6.3,7.0,7.0,C,전수조사완료
U3-304-1204,3단지,304동,1204호,12,6.3,7.0,7.0,C,전수조사완료
U3-304-1301,3단지,304동,1301호,13,6.4,7.0,8.0,C,전수조사완료
U3-304-1302,3단지,304동,1302호,13,6.4,7.0,7.0,C,전수조사완료
U3-304-1303,3단지,304동,1303호,13,6.4,7.0,8.0,C,전수조사완료
U3-304-1304,3단지,304동,1304호,13,6.4,7.0,7.0,C,전수조사완료
U3-304-1401,3단지,304동,1401호,14,6.5,7.0,7.0,C,전수조사완료
U3-304-1402,3단지,304동,1402호,14,6.5,7.0,7.0,C,전수조사완료
U3-304-1403,3단지,304동,1403호,14,6.5,7.0,7.0,C,전수조사완료
U3-304-1404,3단지,304동,1404호,14,6.5,7.0,7.0,C,전수조사완료
U3-304-1501,3단지,304동,1501호,15,6.6,7.0,7.0,C,전수조사완료
U3-304-1502,3단지,304동,1502호,15,6.6,7.0,8.0,B,전수조사완료
U3-304-1503,3단지,304동,1503호,15,6.6,7.0,7.0,C,전수조사완료
U3-304-1504,3단지,304동,1504호,15,6.6,7.0,7.0,C,전수조사완료
U3-304-1601,3단지,304동,1601호,16,6.7,7.0,7.0,C,전수조사완료
U3-304-1602,3단지,304동,1602호,16,6.7,7.0,7.0,C,전수조사완료
U3-304-1603,3단지,304동,1603호,16,6.7,7.0,7.0,C,전수조사완료
U3-304-1604,3단지,304동,1604호,16,6.7,7.0,7.2,C,전수조사완료
U3-304-1701,3단지,304동,1701호,17,6.8,7.0,7.0,C,전수조사완료
U3-304-1702,3단지,304동,1702호,17,6.8,7.0,7.0,C,전수조사완료
U3-304-1703,3단지,304동,1703호,17,6.8,7.0,7.0,C,전수조사완료
U3-304-1704,3단지,304동,1704호,17,6.8,7.0,7.0,C,전수조사완료
U3-304-1801,3단지,304동,1801호,18,6.9,7.0,7.0,C,전수조사완료
U3-304-1802,3단지,304동,1802호,18,6.9,7.0,7.0,C,전수조사완료
U3-304-1803,3단지,304동,1803호,18,6.9,7.0,7.0,C,전수조사완료
U3-304-1804,3단지,304동,1804호,18,6.9,7.0,7.0,C,전수조사완료
U3-304-1901,3단지,304동,1901호,19,7.0,7.0,7.0,B,전수조사완료
U3-304-1902,3단지,304동,1902호,19,7.0,7.0,7.0,B,전수조사완료
U3-304-1903,3단지,304동,1903호,19,7.0,7.0,7.0,B,전수조사완료
U3-304-1904,3단지,304동,1904호,19,7.0,7.0,7.0,B,전수조사완료
U3-304-2001,3단지,304동,2001호,20,7.1,7.0,8.0,B,전수조사완료
U3-304-2002,3단지,304동,2002호,20,7.1,7.0,7.0,B,전수조사완료
U3-304-2003,3단지,304동,2003호,20,7.1,7.0,7.0,B,전수조사완료
U3-304-2004,3단지,304동,2004호,20,7.1,7.0,7.0,B,전수조사완료
U3-304-2101,3단지,304동,2101호,21,7.2,7.0,7.0,B,전수조사완료
U3-304-2102,3단지,304동,2102호,21,7.2,7.0,7.0,B,전수조사완료
U3-304-2103,3단지,304동,2103호,21,7.2,7.0,7.0,B,전수조사완료
U3-304-2104,3단지,304동,2104호,21,7.2,7.0,7.0,B,전수조사완료
U3-304-2201,3단지,304동,2201호,22,7.4,7.0,7.0,B,전수조사완료
U3-304-2202,3단지,304동,2202호,22,7.4,7.0,7.0,B,전수조사완료
U3-304-2203,3단지,304동,2203호,22,7.4,7.0,7.0,B,전수조사완료
U3-304-2204,3단지,304동,2204호,22,7.4,7.0,7.0,B,전수조사완료
U3-304-2301,3단지,304동,2301호,23,7.5,7.0,8.2,B,전수조사완료
U3-304-2302,3단지,304동,2302호,23,7.5,7.0,7.0,B,전수조사완료
U3-304-2303,3단지,304동,2303호,23,7.5,7.0,8.2,B,전수조사완료
U3-304-2304,3단지,304동,2304호,23,7.5,7.0,7.0,B,전수조사완료
U3-304-2401,3단지,304동,2401호,24,7.6,7.0,7.0,B,전수조사완료
U3-304-2402,3단지,304동,2402호,24,7.6,7.0,7.0,B,전수조사완료
U3-304-2403,3단지,304동,2403호,24,7.6,7.0,7.2,B,전수조사완료
U3-304-2404,3단지,304동,2404호,24,7.6,7.0,7.0,B,전수조사완료
U3-304-2501,3단지,304동,2501호,25,7.7,7.0,7.2,B,전수조사완료
U3-304-2502,3단지,304동,2502호,25,7.7,7.0,7.0,B,전수조사완료
U3-304-2503,3단지,304동,2503호,25,7.7,7.0,7.0,B,전수조사완료
U3-304-2504,3단지,304동,2504호,25,7.7,7.0,7.0,B,전수조사완료
U3-304-2601,3단지,304동,2601호,26,7.8,7.0,7.0,B,전수조사완료
U3-304-2602,3단지,304동,2602호,26,7.8,7.0,7.0,B,전수조사완료
U3-304-2603,3단지,304동,2603호,26,7.8,7.0,7.0,B,전수조사완료
U3-304-2604,3단지,304동,2604호,26,7.8,7.0,7.0,B,전수조사완료
U3-304-2701,3단지,304동,2701호,27,7.9,7.0,7.0,B,전수조사완료
U3-304-2702,3단지,304동,2702호,27,7.9,7.0,7.0,B,전수조사완료
U3-304-2703,3단지,304동,2703호,27,7.9,7.0,8.2,B+,전수조사완료
U3-304-2704,3단지,304동,2704호,27,7.9,7.0,7.0,B,전수조사완료
U3-304-2801,3단지,304동,2801호,28,8.0,7.0,7.0,B+,전수조사완료
U3-304-2802,3단지,304동,2802호,28,8.0,7.0,7.0,B+,전수조사완료
U3-304-2803,3단지,304동,2803호,28,8.0,7.0,7.0,B+,전수조사완료
U3-304-2804,3단지,304동,2804호,28,8.0,7.0,7.0,B+,전수조사완료
U3-304-2901,3단지,304동,2901호,29,8.1,7.0,8.2,B+,전수조사완료
U3-304-2902,3단지,304동,2902호,29,8.1,7.0,7.0,B+,전수조사완료
U3-304-2903,3단지,304동,2903호,29,8.1,7.0,7.0,B+,전수조사완료
U3-304-2904,3단지,304동,2904호,29,8.1,7.0,7.0,B+,전수조사완료
U3-304-3001,3단지,304동,3001호,30,8.2,7.0,7.0,B+,전수조사완료
U3-304-3002,3단지,304동,3002호,30,8.2,7.0,7.0,B+,전수조사완료
U3-304-3003,3단지,304동,3003호,30,8.2,7.0,7.0,B+,전수조사완료
U3-304-3004,3단지,304동,3004호,30,8.2,7.0,7.0,B+,전수조사완료
U3-304-3101,3단지,304동,3101호,31,8.3,7.0,7.0,B+,전수조사완료
U3-304-3102,3단지,304동,3102호,31,8.3,7.0,7.0,B+,전수조사완료
U3-304-3103,3단지,304동,3103호,31,8.3,7.0,7.0,B+,전수조사완료
U3-304-3104,3단지,304동,3104호,31,8.3,7.0,7.2,B+,전수조사완료
U3-304-3201,3단지,304동,3201호,32,8.4,7.0,7.0,B+,전수조사완료
U3-304-3202,3단지,304동,3202호,32,8.4,7.0,7.0,B+,전수조사완료
U3-304-3203,3단지,304동,3203호,32,8.4,7.0,8.0,B+,전수조사완료
U3-304-3204,3단지,304동,3204호,32,8.4,7.0,7.0,B+,전수조사완료
